,OBJECTID,NOMBRE,PROPIEDAD,TIPO,MEDIO_GENE,COMBUSTIBL,POTENCIAMW,UNIDADES,RCA,SIST_ELECT,ESTADO,F_OPERACIO,COORD_ESTE,COORD_NORT,HUSO,DATUM,REGION,PROVINCIA,COMUNA,FUENTE_BAS,FECH_CREA,FECH_ACT,ID_GE_SOLAR,geometry
356,1889,SATURNO NORTE,LOS LIBERTADORES SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,4.5,0,039/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/3/2021 8:00 p. m.,282663,6041167,19 SUR,WGS 1984,MAULE,LINARES,COLBUN,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,847,POINT (-71.40363220299997 -35.74953359210501)
357,1890,TREBAL SOLAR,EL ROBLE SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.999,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/26/2020 8:00 p. m.,327402,6290649,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPU,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,848,POINT (-70.85826388999993 -33.50979737113103)
358,1891,BICENTENARIO,FOTOVOLTAICA SOLAR LAUREL SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.8,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/26/2020 9:00 p. m.,243701,5996716,19 SUR,WGS 1984,MAULE,LINARES,PARRAL,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,849,POINT (-71.84843336699998 -36.14043437510104)
359,1892,MECO CHILLAN,PARQUE SOLAR MECO CHILLAN SPA,FOTOVOLTAICO,PMGD,NO APLICA,6.0,0,066/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/30/2021 8:00 p. m.,220226,5928351,19 SUR,WGS 1984,NUBLE,DIGUILLIN,BULNES,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,850,POINT (-72.13366903199996 -36.74936105909516)
360,1893,EL RESPLANDOR,IMPULSO SOLAR EL RESPLANDOR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.627,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/18/2020 8:00 p. m.,199080,5895421,19 SUR,WGS 1984,BIOBIO,BIO-BIO,CABRERO,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,851,POINT (-72.38322802999994 -37.03922543309247)
361,1894,TAMARUGO,"BAOBAB INGENIERIA Y ENERGIAS
RENOVABLES SPA",FOTOVOLTAICO,PMGD,NO APLICA,2.95,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/29/2021 8:00 p. m.,432877,7747639,19 SUR,WGS 1984,TARAPACA,TAMARUGAL,POZO ALMONTE,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,852,POINT (-69.64317773699997 -20.36822436638367)
362,1895,LOS LAGOS,LOS LAGOS SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.2,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/11/2021 8:00 p. m.,281096,6206908,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,LAS CABRAS,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,853,POINT (-71.37733175099999 -34.25594104912172)
363,1896,PEGASUS SOLAR,PEGASUS SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.98,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/27/2021 8:00 p. m.,229868,5944806,19 SUR,WGS 1984,NUBLE,PUNILLA,COIHUECO,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,854,POINT (-72.02000964399997 -36.60402172009652)
364,1897,PFV SDSI,SANBAR SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.6,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/24/2021 9:00 p. m.,207953,5840477,19 SUR,WGS 1984,BIOBIO,BIO-BIO,LOS ANGELES,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,856,POINT (-72.30520211199996 -37.53647094808818)
365,1898,SANTA RITA,"PARQUE FOTOVOLTAICO SANTA RITA SOLAR SPA
SPA",FOTOVOLTAICO,PMGD,NO APLICA,2.7,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/8/2021 8:00 p. m.,239617,5951812,19 SUR,WGS 1984,NUBLE,DIGUILLIN,CHILLAN,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,857,POINT (-71.90877914999999 -36.54365513209708)
366,1899,BERRUECO,BERRUECO ENERGIA SPA,FOTOVOLTAICO,PMGD,NO APLICA,8.98,0,026/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/5/2021 9:00 p. m.,219025,5937041,19 SUR,WGS 1984,NUBLE,DIGUILLIN,CHILLAN VIEJO,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,858,POINT (-72.14391128399996 -36.67078531309587)
367,1900,VENTURADA,VENTURADA ENERGIA SPA,FOTOVOLTAICO,PMGD,NO APLICA,8.98,0,027/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/12/2021 9:00 p. m.,219529,5936845,19 SUR,WGS 1984,NUBLE,DIGUILLIN,CHILLAN VIEJO,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,859,POINT (-72.13835127199997 -36.672698267095875)
368,1901,DADINCO,FOTOVOLTAICA LENGA SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/1/2021 8:00 p. m.,223212,5953224,19 SUR,WGS 1984,NUBLE,PUNILLA,SAN NICOLAS,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,860,POINT (-72.09130127299994 -36.526335366097214)
369,1902,ORION SOLAR,ORION SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.98,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/8/2021 8:00 p. m.,228791,5945639,19 SUR,WGS 1984,NUBLE,DIGUILLIN,CHILLAN,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,861,POINT (-72.03174129799999 -36.59621711409656)
370,1903,LA PALMA,SANTA ELVIRA ENERGY SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,117/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/23/2021 9:00 p. m.,218520,5945180,19 SUR,WGS 1984,NUBLE,DIGUILLIN,CHILLAN,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,862,POINT (-72.14657088499996 -36.59737412809655)
371,1904,SAN CAMILO,FOTOVOLTAICA SAN CAMILO SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/8/2021 8:00 p. m.,287922,6111239,19 SUR,WGS 1984,MAULE,CURICO,MOLINA,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,863,POINT (-71.32726764299997 -35.119383523111765)
372,1905,SALERNO,PMGD SALERNO SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.8,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/12/2022 9:00 p. m.,275133,6246113,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,SAN PEDRO,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,864,POINT (-71.43191582899993 -33.90140686112606)
373,1906,PUELCHE,PUELCHE FLUX SPHERA SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.6,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/19/2022 9:00 p. m.,205402,5842212,19 SUR,WGS 1984,BIOBIO,BIO-BIO,LOS ANGELES,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,866,POINT (-72.33333256799995 -37.52004762808832)
374,1907,SOLARPACK VILLA ALEMANA,ANUMAR ENERGIA DEL SOL 1 SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.7,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/29/2021 9:00 p. m.,285801,6341163,19 SUR,WGS 1984,VALPARAISO,MARGA MARGA,VILLA ALEMANA,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,867,POINT (-71.29392941699996 -33.047004914137055)
375,1908,SANTA MARGARITA,FOTOVOLTAICA PEUMO SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/9/2021 9:00 p. m.,268374,6184128,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,PERALILLO,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,868,POINT (-71.52152337299998 -34.45842451311934)
376,1909,VICENTE SOLAR,SOLAR TI DOS SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.695,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/8/2021 8:00 p. m.,349991,6272321,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,CHACABUCO,LAMPA,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,869,POINT (-70.61823542299999 -33.678450122128865)
377,1910,NAZARINO DEL VERANO,SOCOMPA DE VERANO SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/28/2021 9:00 p. m.,308946,6267649,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,TALAGANTE,EL MONTE,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,870,POINT (-71.06179448199998 -33.713972041128436)
378,1911,GABARDO DEL VERANO SOLAR,SALADO ENERGY SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/28/2022 9:00 p. m.,351457,6256191,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MAIPO,PAINE,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,871,POINT (-70.60513437699996 -33.82408006412704)
379,1912,EL MONTE,CALLAQUI DE VERANO SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/3/2022 9:00 p. m.,313340,6272432,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,TALAGANTE,EL MONTE,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,872,POINT (-71.013395641 -33.671641440128965)
380,1913,HUAPE,FARMDO ENERGY CHILE SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.967,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/4/2021 8:00 p. m.,209172,5944140,19 SUR,WGS 1984,NUBLE,DIGUILLIN,CHILLAN,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,873,POINT (-72.25131235999999 -36.6039312120965)
381,1914,MALINKE,MALINKE SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/6/2021 8:00 p. m.,288183,6260550,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,MELIPILLA,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,874,POINT (-71.28741246799996 -33.77400652312766)
382,1915,TRINIDAD,CRUCERO SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.99,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/2/2021 8:00 p. m.,264013,6197421,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,MARCHIHUE,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,875,POINT (-71.56529689999996 -34.33767629112077)
383,1916,SANTA CAROLINA,GR ROBLE SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/30/2020 9:00 p. m.,326071,6160440,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,CHIMBARONGO,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,876,POINT (-70.89862582599994 -34.683269788116725)
384,1917,MEMBRILLO,FOTOVOLTAICA AVELLANO SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.99,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/1/2021 8:00 p. m.,317725,6148932,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,CHIMBARONGO,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,877,POINT (-70.99217237099998 -34.785531293115554)
385,1918,LAS CABRAS,RCL SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.99,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/11/2021 8:00 p. m.,286334,6196725,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,PICHIDEGUA,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,878,POINT (-71.32301431899998 -34.34879037112061)
386,1919,SANTA ESTER,IMPULSO SOLAR SAN JOSE SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.99,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/25/2021 8:00 p. m.,232402,5957822,19 SUR,WGS 1984,NUBLE,PUNILLA,SAN CARLOS,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,879,POINT (-71.98719902399995 -36.487555356097644)
387,1920,CURACAVI,"PARQUE FOTOVOLTAICO
CURACAVI SPA",FOTOVOLTAICO,PMGD,NO APLICA,2.7,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/23/2021 8:00 p. m.,300731,6309122,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,CURACAVI,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,880,POINT (-71.14115856499996 -33.33865337313319)
388,1921,PRETTY FIELD,CAMPO LINDO SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.78,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/14/2021 8:00 p. m.,279016,6601782,19 SUR,WGS 1984,COQUIMBO,LIMARI,OVALLE,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,882,POINT (-71.30721005699996 -30.696306887171225)
389,1922,CONDOR PELVIN,PARQUE FOTOVOLTAICO PENAFLOR SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/17/2022 9:00 p. m.,321186,6278160,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,TALAGANTE,PADRE HURTADO,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,883,POINT (-70.92765645999998 -33.62135698712959)
390,1923,RINCONADA NORTE,FV RINCONADA SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.97,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/30/2021 8:00 p. m.,341564,6385336,19 SUR,WGS 1984,VALPARAISO,SAN FELIPE,PUTAENDO,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,884,POINT (-70.68944319799994 -32.658265750142306)
391,1924,SAN ANTONIO,CUENCA SOLAR SPA.,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,241/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/14/2021 9:00 p. m.,270670,6030087,19 SUR,WGS 1984,MAULE,LINARES,LINARES,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,887,POINT (-71.53933077799996 -35.84661293810399)
392,1925,CABILDO SUNLIGHT,CABILDO SUNLIGHT SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,022/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/19/2022 8:00 p. m.,302553,6407546,19 SUR,WGS 1984,VALPARAISO,PETORCA,CABILDO,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,890,POINT (-71.10053829899994 -32.45175731014517)
393,1926,ARMAZONES,SAGESA S.A.,FOTOVOLTAICO,PMGD,NO APLICA,5.0,0,088/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/19/2022 8:00 p. m.,368694,7274470,19 SUR,WGS 1984,ANTOFAGASTA,ANTOFAGASTA,TALTAL,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,895,POINT (-70.29737842599997 -24.63840821728431)
394,1927,PARANAL,SAGESA S.A.,FOTOVOLTAICO,PMGD,NO APLICA,4.0,0,088/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/19/2022 8:00 p. m.,368981,7274465,19 SUR,WGS 1984,ANTOFAGASTA,ANTOFAGASTA,TALTAL,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,896,POINT (-70.294543736 -24.638477803284303)
395,1928,QUEMADOS,PSF QUEMADOS SPA,FOTOVOLTAICO,PMGD,NO APLICA,7.0,0,20210600122/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/15/2023 9:00 p. m.,343733,6221024,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,900,POINT (-70.69485003599993 -34.13999627612316)
396,1929,PVP ITIHUE,PARQUE SOLAR ITIHUE SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,023/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/17/2022 9:00 p. m.,236589,5961855,19 SUR,WGS 1984,NUBLE,PUNILLA,SAN CARLOS,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,902,POINT (-71.93914324399998 -36.45240551609796)
397,1930,CANONES SUNLIGHT,LOS CANONES SUNLIGHT SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,20210500172/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/14/2022 9:00 p. m.,295897,6372969,19 SUR,WGS 1984,VALPARAISO,QUILLOTA,NOGALES,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,916,POINT (-71.17884175399996 -32.762248262140865)
398,1931,AVEL SOLAR (MODIFICACION),SANTA LAURA ENERGY SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,121/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/3/2022 8:00 p. m.,204747,5855334,19 SUR,WGS 1984,BIOBIO,BIO-BIO,LOS ANGELES,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,917,POINT (-72.33547738899995 -37.401761419089304)
399,1932,PATRICIA DEL VERANO SOLAR,POMERAPE SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,202113001174/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/14/2023 9:00 p. m.,319171,6269176,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,936,POINT (-70.95119562799994 -33.70199992912855)
400,1933,AYLA SOLAR,PFV AYLA SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,20210600138/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/12/2023 8:00 p. m.,338996,6222613,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,938,POINT (-70.74591158299995 -34.12495233312331)
401,1934,PMG TENO SOLAR,ENLASA GENERACION CHILE S.A.,FOTOVOLTAICO,PMG,NO APLICA,7.238,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/17/2023 9:00 p. m.,304440,6139237,19 SUR,WGS 1984,MAULE,CURICO,TENO,COMISION NACIONAL DE ENERGIA,5/30/2021 8:00 p. m.,6/29/2023 8:00 p. m.,949,POINT (-71.13954347899994 -34.87043443911456)
402,1935,SLK CB NUEVE,SLK CB NUEVE SPA.,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/24/2022 8:00 p. m.,341765,6384924,19 SUR,WGS 1984,VALPARAISO,SAN FELIPE,PUTAENDO,COMISION NACIONAL DE ENERGIA,6/29/2021 8:00 p. m.,6/29/2023 8:00 p. m.,953,POINT (-70.68737050299995 -32.66200956014225)
403,1936,LA MURALLA,PARQUE SOLAR LA MURALLA SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.99,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/28/2021 8:00 p. m.,305971,6185923,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,SAN VICENTE,COMISION NACIONAL DE ENERGIA,5/30/2021 8:00 p. m.,6/29/2023 8:00 p. m.,954,POINT (-71.11209712399994 -34.450004500119434)
404,1937,ICB,ICB INMOBILIARIA S.A.,FOTOVOLTAICO,PMGD,NO APLICA,0.3,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/12/2022 8:00 p. m.,341941,6309279,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,SANTIAGO,QUILICURA,COMISION NACIONAL DE ENERGIA,5/30/2021 8:00 p. m.,6/29/2023 8:00 p. m.,955,POINT (-70.69851829999993 -33.34408243513313)
405,1938,ESCORIAL DEL VERANO SOLAR,CORCOVADO DE VERANO SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,10/29/2021 9:00 p. m.,333365,6376132,19 SUR,WGS 1984,VALPARAISO,SAN FELIPE,PANQUEHUE,COMISION NACIONAL DE ENERGIA,5/30/2021 8:00 p. m.,6/29/2023 8:00 p. m.,956,POINT (-70.77848138399997 -32.740046129141184)
406,1939,NIHUE,ECOINVERSOL CHILE SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.9,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/2/2022 8:00 p. m.,262960,6239066,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,SAN PEDRO,COMISION NACIONAL DE ENERGIA,5/30/2021 8:00 p. m.,6/29/2023 8:00 p. m.,957,POINT (-71.56535746099996 -33.96223151312532)
407,1940,PENCAHUE ESTE,PARQUE SOLAR PORVENIR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.99,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,10/29/2021 9:00 p. m.,250772,6078634,19 SUR,WGS 1984,MAULE,TALCA,PENCAHUE,COMISION NACIONAL DE ENERGIA,5/30/2021 8:00 p. m.,6/29/2023 8:00 p. m.,958,POINT (-71.74444551399995 -35.40453855810864)
408,1941,PEQUEN,PEQUEN SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.9,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/16/2022 9:00 p. m.,302309,6141325,19 SUR,WGS 1984,MAULE,CURICO,TENO,COMISION NACIONAL DE ENERGIA,5/30/2021 8:00 p. m.,6/29/2023 8:00 p. m.,961,POINT (-71.16235054399993 -34.85120664311478)
409,1942,CASTILLA,SANTA ESTER SOLAR SPA,FOTOVOLTAICO,PMG,NO APLICA,2.75,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/18/2022 9:00 p. m.,347936,6913187,19 SUR,WGS 1984,ATACAMA,COPIAPO,COPIAPO,COMISION NACIONAL DE ENERGIA,5/30/2021 8:00 p. m.,6/29/2023 8:00 p. m.,962,POINT (-70.54501868099999 -27.89755007521913)
410,1943,ERINOME,LUCIANO SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.75,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,10/5/2021 9:00 p. m.,253418,6075402,19 SUR,WGS 1984,MAULE,TALCA,TALCA,COMISION NACIONAL DE ENERGIA,5/30/2021 8:00 p. m.,6/29/2023 8:00 p. m.,963,POINT (-71.71631533499993 -35.434306408108306)
411,1944,REXNER,ENERGIA FIRST SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/22/2021 9:00 p. m.,357067,6360700,19 SUR,WGS 1984,VALPARAISO,LOS ANDES,CALLE LARGA,COMISION NACIONAL DE ENERGIA,5/30/2021 8:00 p. m.,6/29/2023 8:00 p. m.,965,POINT (-70.52797600799994 -32.88253703513927)
412,1945,BULNES LOS BARONES,MERCURIO SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.9,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,10/27/2022 9:00 p. m.,214552,5919969,19 SUR,WGS 1984,NUBLE,DIGUILLIN,BULNES,COMISION NACIONAL DE ENERGIA,5/30/2021 8:00 p. m.,6/29/2023 8:00 p. m.,967,POINT (-72.20027196199999 -36.82311481909445)
413,1946,SANTA LUISA SOLAR,SANTA LUISA ENERGY SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.6,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/30/2021 8:00 p. m.,234077,5961436,19 SUR,WGS 1984,NUBLE,PUNILLA,SAN CARLOS,COMISION NACIONAL DE ENERGIA,6/29/2021 8:00 p. m.,6/29/2023 8:00 p. m.,971,POINT (-71.96728217599997 -36.45548462109793)
